Brand,Model,Series,Thickness,Dimensions (WxDxH),Weight,Colors,Operating System,Operating System Type,Display Size,Display Resolution,Pixel Density,Display Type,Display Features,Display Touchscreen,Processor,Clock-speed,Chipset,Cache,Graphic Processor,Capacity,RAM Type,RAM Speed,Memory Slots,Memory Layout,SSD Capacity,SSD Type,Battery Cell,Battery Type,Power Supply,Wireless LAN,Wi-Fi Version,Bluetooth,Bluetooth Version,Other Networking Options,HDMI Ports,USB 2.0 slots,SD Card Reader,Ethernet ports,Headphone Jack,Microphone Jack,Web-cam,Video Recording,Audio Solution,Speakers,Sound Technologies,In-built Microphone,Microphone Type,Pointing device,Keyboard,Fingerprint scanner,Face Recognition,Warranty,Sales Package,Refresh Rate,Brightness,Graphics Memory,Expandable Memory,Thunderbolt Port,VGA Port,Backlit Keyboard,HDD Capacity,HDD Speed(RPM),HDD Type,USB 3.0 slots,Secondary cam(Rear-facing),Lockport,Battery Life,USB Type C,Battery Capacity,Aspect Ratio,Number of Cores,SSD Interface,Fast Charging Support,market_status,Price (Rs)
HP,16-e0075AX (494P2PA),Victus,23.5 Millimeter thickness,370 x 260 x 23.5  mm,2.46 Kg weight,Black,Windows 10 Home Basic,64-bit,16.1 Inches (40.89 cm),1920 x 1080 Pixels,137 ppi,,Diagonal   Full HD IPS   micro-edge   anti-glare   250 nits   45% NTSC Display,No,AMD Hexa Core Ryzen 5 5600H,3.3 Ghz,,16 MB,NVIDIA GeForce GTX 1650,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,512 GB,,4 Cell,Li-Po,150 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.2,Multi-Format SD media card reader,1,,Yes,1.0,Yes,Yes,Yes,720p HD,HP Audio Boost,Dual Speakers,,Yes,Dual Array Digital Microphones,Touchpad with Multi-Touch Gestures Enabled,"Full-size, Ceramic White Keyboard With Numeric Keypad",No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,32 GB,,,,,,,1.0,No,,,1.0,,,,,,Available,62112.0
HP,15-dk2100TX (48U95PA),Pavilion Gaming,23.4 Millimeter thickness,360 x 256 x 23.4  mm,2.23 Kg weight,Shadow Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i5-11300H (11th Gen),3.1 Ghz,Intel Integrated SoC,8 MB,NVIDIA GeForce GTX 1650,8 GB,DDR4,3200 Mhz,1,1x8 Gigabyte,256 GB,M.2/Optane,3 Cell,Li-Po,150 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.2,Multi-Format SD media card reader,1,,Yes,1.0,Yes,Yes,Yes,720p,Audio by B&O,Dual Speakers,HP Audio Boost,Yes,Integrated Dual Array Digital Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,4 GB,16 GB,,No,"Yes, Gaming Backlit Keyboard",1 TB,5400 RPM,SATA,,No,,6 Hrs,1.0,,16:9,4.0,,,Available,68200.0
Lenovo,15IMH05 (81Y400BPIN),Ideapad Gaming 3i,24.9 Millimeter thickness,359 x 249.6 x 24.9  mm,2.2 Kg weight,Onyx Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit Anti-glare IPS (250 nits Brightness   45% Gamut   16:9 Aspect Ratio) Display,No,Intel Core i7-10750H (10th Gen),2.6 Ghz,Intel HM470,12 MB,NVIDIA Geforce GTX 1650 Ti,8 GB,DDR4,2933 Mhz,2,2x4 Gigabyte,256 GB,,3 Cell,Li-Po,135 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,,1,,,1.0,Yes,Yes,Yes,720p HD,,Dual Speakers,Dolby Audio,Yes,Integrated Dual Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,No,1 Year,"Laptop, Battery, AC Adapter, User Guide",60 Hz,,4 GB,16 GB,,,"Yes, Gaming Backlit Keyboard",1 TB,5400 RPM,SATA,,No,,,1.0,,,,,,Available,82990.0
Lenovo,Gaming 3 15IHU6 (82K10198IN),Ideapad,24.2 Millimeter thickness,359.6 x 251.9 x 24.2  mm,2.25 Kg weight,Shadow Black,Windows 11 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,FHD Display   250Nits Brightness   45 Percent NTSC   DC Dimmer,No,Intel Core i5-11300H (11th Gen),3.3 Ghz,,8 MB,NVIDIA GeForce GTX 1650,8 GB,DDR4,3200 Mhz,2,2*4 Gigabyte,512 GB,,3 Cell,Li-Ion,65 W,802.11 a/b/g/n/ac,5.0,Yes,5.0,,1,,,1.0,Yes,Yes,Yes,720p,Nahimic Audio,Stereo Speakers,Realtek,Yes,Built-In Microphones,Touchpad,White English Keyboard,,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",60 Hz,250 nits,4 GB,16 GB,,,"Yes, White Backlit English Keyboard",,,,,,,8 Hrs,1.0,,,4.0,,,Available,48411.0
Lenovo,S145 (81UT00JBIN),Ideapad,19.9 Millimeter thickness,362.2 x 251.5 x 19.9  mm,1.85 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit Anti-glare TN Display (220 nits Brightness   16:9 Aspect Ratio),No,AMD Quad Core Ryzen 5 3500U,2.1 Ghz,,6 MB,AMD Radeon Vega 8,8 GB,DDR4,2400 Mhz,1,1x8 Gigabyte,,,2 Cell,Li-Ion,65 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.1,Multi-Format SD Media card Reader,2,1.0,Yes,,Yes,Yes,Yes,720p HD,,Dual Speakers,Dolby Audio,,Internal Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,1 TB,5400 RPM,SATA,2.0,No,,,,,,,,,Available,38990.0
MSI,11SC-852IN,GF63 Thin,22 Millimeter thickness,359 x 254 x 22  mm,1.86 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,Full HD   144Hz   45% NTSC   IPS-Level Panel,No,Intel Core i7-11800H (11th Gen),2.3 Ghz,,24 MB,NVIDIA GeForce GTX 1650 MAX Q,8 GB,DDR4,3200 Mhz,1,1*8 Gigabyte,512 GB,,3 Cell,Li-Ion,65 W,802.11 b/g/n/ax,6.0,Yes,5.2,,1,,,1.0,Yes,Yes,Yes,720,,Built-in Dual Speakers,Realtek ALC233,Yes,Built-in Microphones,,Single Backlight Keyboard (Red),No,,2 Years,"Laptop, Power Adaptor, User Guide, Warranty Documents",144 Hz,,4 GB,64 GB,,,,,,,,,,,1.0,,,8.0,,,Available,71490.0
Lenovo,5 15IMH05 (82AU00PMIN),Legion,26.1 Millimeter thickness,363.06 x 259.61 x 26.1  mm,2.3 Kg weight,Phantom Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i5-10300H (10th Gen),2.5 Ghz,Intel HM470,8 MB,NVIDIA GeForce GTX 1650,8 GB,DDR4,2933 Mhz,1,1x8 Gigabyte,512 GB,,,Li-Ion,170 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,,1,,,1.0,Yes,Yes,Yes,720p HD,,Built-In Harman Branded Dual Stereo Speakers,Dolby Atmos,Yes,Built-In Dual Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Legion True Strike White Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",120 Hz,,4 GB,16 GB,,,"Yes, Legion True Strike White Backlit Keyboard",,,,1.0,No,Yes,6 Hrs,1.0,,,,,,Available,62490.0
Acer,SF514-52T (NX.GTMSI.015),Swift 5,14.9 Millimeter thickness (Slim),329 x 228 x 14.9  mm,0.97 Kg weight (Light-weight),Charcoal Blue,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit IPS Display,No,Intel Core i7-8550U (8th Gen),1.8 Ghz,,8 MB,Intel UHD 620,8 GB,DDR4,2133 Mhz,1,1x8 Gigabyte,512 GB,,2 Cell,Li-Ion,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.1,Multi-Format SD Media card Reader,1,,Yes,,Yes,Yes,Yes,720p HD,,Stereo Speakers,"Acer TrueHarmony Plus Technology, Optimized Dolby Audio Premium Sound Enhancement",Yes,Digital Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,Yes,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,,,,,2.0,No,Yes,8 Hrs,1.0,,,,,,Available,84990.0
HP,14a-na1004TU,Chromebook,18 Millimeter thickness,218 x 325 x 18  mm,1.46 Kg weight (Light-weight),Mineral silver,Google Chrome,,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,,Diagonal FHD   IPS   anti-glare   micro-edge   (1920 x 1080)  250 nits 157 ppi  Screen to body ratio- 82.00%,No,Intel Celeron - N4500,2.8 Ghz,,4 MB,Intel UHD Graphics,4 GB,LPDDR4,2933,1,1*4 Gigabyte,,,2 Cell,Li-Ion,65 W,802.11 a/b/g/n/ac,5.0,Yes,5.0,,,,,,Yes,Yes,Yes,720,,Dual Speakers,Realtek RTL8822CE,Yes,Integrated dual array digital microphone,Hp imagepad With multi-touch gesture support,"Full-size, Natural Silver keyboard",,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,4 GB,,,,,,,,,,,2.0,,,,,Yes,Available,20590.0
Acer,A315-23 (UN.HVTSI.013),Aspire 3,19.9 Millimeter thickness,363.4 x 250.5 x 19.9  mm,1.9 Kg weight,Charcoal Black,Windows 11 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,Full HD    high-brightness Acer ComfyView LED-backlit TFT LCD   16:9 aspect ratio,No,AMD Dual Core Ryzen 3-3250U,2.6 Ghz,,,AMD Radeon,8 GB,DDR4,,1,1*8 Gigabyte,256 GB,,2 Cell,Li-Ion,45 W,802.11 a/b/g/n/ac,5.0,Yes,4.1,,1,1.0,,,Yes,Yes,Yes,720,,Two built-in stereo speakers,,Yes,Built-in Dual Microphone,,100-/101-/104-key FineTip keyboard with independent numeric keypad,,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,,,,,,,,,,,,,,,,Available,26999.0
HP,15q-BU011TX (2UL56PA),,23.8 Millimeter thickness,380 x 253.8 x 23.8  mm,1.86 Kg weight,Black,DOS,64-bit,15.6 Inches (39.62 cm),1366 x 768 Pixels,100 ppi,LED,Diagonal HD SVA BrightView WLED-backlit,No,Intel Core i5-7200U (7th Gen),2.5 Ghz,,3 MB,AMD Radeon 520,8 GB,DDR4,2133 Mhz,1 DIMM,1 x 8 Gigabyte,,,4 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n,4.0,Yes,4.0,1 multi-format SD media card reader,1,1.0,Yes,1.0,Yes,Yes,Yes,,HD Audio Solution,Dual Speakers,,Yes,Digital Microphone,Touchpad with Multi-touch Gestures support,Full-size island-style keyboard with numeric keypad,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,Yes,,1 TB,5400 RPM,SATA,,No,Yes,,,,,,,,Available,42990.0
Dell,15 3505 (D560486WIN9S),Inspiron 15,20 Millimeter thickness,364 x 249 x 20  mm,1.83 Kg weight,Soft Mint,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD WVA AC Narrow Border Display,No,AMD Dual Core Ryzen 3 3250U,2.6 Ghz,,4 MB,AMD Radeon Vega,8 GB,DDR4,2400 Mhz,2,2x4 Gigabyte,256 GB,,3 Cell,Li-Ion,,802.11 a/b/g/n/ac,5.0,Yes,4.1,Multi-Format SD media card reader (3-in-1),1,1.0,Yes,1.0,Yes,Yes,Yes,720p HD,,Built-in Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,English International Non Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,16 GB,,,"Yes, English International Non Backlit Keyboard",,,,,No,,7 Hrs,,,,,,,Available,40190.0
Avita,Ultimus S111 NU14A1INC43PN-MB,Satus,16.9 Millimeter thickness,332.9 x 220.2 x 16.9  mm,1.3 Kg weight (Light-weight),Matte Black,Windows 11 Home Basic,64-bit,14.1 Inches (35.81 cm),1920 x 1080 Pixels,156 ppi,,FHD IPS Display   Antiglare Screen,No,Intel Celeron Dual Core- N4020,2.8 Ghz,,,Intel Integrated,4 GB,LPDDR4,2133 Mhz,1,1*4 Gigabyte,128 GB,,2 Cell,Li-Ion,24 W,802.11 b/g/n,4.0,Yes,4.0,,1,1.0,,,Yes,Yes,Yes,720p,,Stereo Speakers,,Yes,Built-In Microphones,TOUCH PAD HID-I2C 10PIN AMR11373-PCT1336U-6WB-10WS-200109,English Keyboard,No,Yes,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,4 GB,,,,,,,1.0,,,8 Hrs,,,,2.0,,,Available,18990.0
HP,x360 14-dy0186TU (533T6PA),Pavilion,20 Millimeter thickness,322 x 206 x 20  mm,1.5 Kg weight,Natural Silver,Windows 11 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,,Full HD   IPS   multitouch-enabled edge-to-edge glass   micro-edge,No,Intel Core i3-1125G4 (11th Gen),3.4 Ghz,Intel Integrated SoC,8 MB,Intel UHD,8 GB,DDR4,3200 Mhz,2,,512 GB,,3 Cell,Li-Ion,65 W,802.11 b/g/n/ax,6.0,Yes,5.2,,1,,,1.0,Yes,Yes,Yes,720,HP Dual Speakers,Dual Speakers,,,Integrated dual array digital microphone,HP Imagepad with multi-touch gesture support; Precision Touchpad Support,,Yes,,1 Year,"Laptop, Battery, Adapter, Cables and User Manuals",60 Hz,,,,,,"Yes, Backlit",,,,,,,11 Hrs,1.0,,,,,,Available,49990.0
HP,15q-bu012tx (2WY33PA),,23.8 Millimeter thickness,380 x 253.8 x 23.8  mm,1.86 Kg weight,Smoke Grey,Windows 10,64-bit,15.6 Inches (39.62 cm),1366 x 768 Pixels,100 ppi,LED,Diagonal HD SVA BrightView WLED-backlit,No,Intel Core i5-7200U (7th Gen),2.5 Ghz,,3 MB,AMD Radeon 520,8 GB,DDR4,2133 Mhz,1 DIMM,1 x 8 Gigabyte,,,4 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n,4.0,Yes,4.0,1 multi-format SD media card reader,1,1.0,Yes,1.0,Yes,Yes,Yes,,HD Audio Solution,Dual Speakers,,Yes,Digital Microphone,Touchpad with Multi-touch Gestures support,Full-size island-style keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,Yes,"Yes, Full-size island-style backlit keyboard",1 TB,5400 RPM,SATA,,No,Yes,,,,,,,,Available,50790.0
Asus,16X K3605ZC-MB541WS,Vivobook,18.9 Millimeter thickness,358.6 x 249.1 x 18.9  mm,1.80 Kg weight,Indie Black,Windows 11 Home Basic,,16 Inches (40.64 cm),1920 x 1200 Pixels,142 ppi,,WUXGA   16:10 Aspect Ratio   LED Backlit   IPS-Level Panel   60Hz Refresh Rate   300nits   45% NTSC Color Gamut   Anti-Glare Display,No,Intel Core i5-12450H (12th Gen),3.3 Ghz,,,NVIDIA GeForce RTX 3050,16 GB,DDR4,,1,1*16 Gigabyte,512 GB,,3 Cell,Li-Ion,,802.11 b/g/n/ax,6.0,Yes,5.0,,,,,,Yes,Yes,Yes,720p,,Built-In Speakers,,Yes,Built-In Microphones,,Chiclet Keyboard With Num-Key,Yes,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",60 Hz,300 nits,4 GB,,,No,"Yes, Backlit Chiclet Keyboard With Num-Key",,,,,,,,1.0,,16:10,,,,Available,66990.0
Acer,AN515-58 (NH.QFHSI.008),Nitro 5,25.9 Millimeter thickness,360.4 x 271 x 25.9  mm,2.6 Kg weight,Black,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,IPS LCD,Display with Full HD 1920 x 1080   Acer ComfyView LED-Backlit TFT LCD,No,Intel Core i5-12450H (12th Gen),4.2 Ghz,,,NVIDIA Geforce RTX 3050,8 GB,DDR4,,1,1*8 Gigabyte,512 GB,,4 Cell,Li-Ion,230 W,802.11 b/g/n/ax,6.0,Yes,5.1,,1,,,1.0,Yes,Yes,Yes,720p,,Stereo Speakers,,Yes,Built In Microphone,"Multi-Gesture Touchpad, Supporting Two-Finger Scroll; Pinch; Gestures to Open Cortana, Action Center, Multitasking; Application Commands","103-/104-/107-Key FineTip RGB- Keyboard With Independent Standard Numeric Keypad, International Language Support",,,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",,,4 GB,32 GB,,No,"Yes, 103-/104-/107-Key FineTip RGB-Backlit Keyboard With Independent Standard Numeric Keypad, International Language Support",,,,,,,,1.0,,,8.0,,,Available,77425.0
Avita,Ultimus S111 NU14A1INC43PN-CG,Satus,17 Millimeter thickness,333 x 220 x 17  mm,1.3 Kg weight (Light-weight),Champagne Gold,Windows 11 Home Basic,64-bit,14.1 Inches (35.81 cm),1920 x 1080 Pixels,156 ppi,,FHD   IPS,No,Intel Celeron Dual Core - N4020,2.8 Ghz,,4 MB,Intel UHD 600,4 GB,LPDDR4,,1,1*4 Gigabyte,128 GB,,2 Cell,Li-Ion,65 W,802.11 b/g/n,4.0,Yes,4.0,,1,1.0,,,Yes,Yes,Yes,720p,,Stereo Speakers,,Yes,Built-In Microphones,,,No,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",60 Hz,,,4 GB,,No,,,,,1.0,,,8 Hrs,,,16:9,2.0,,,Available,17490.0
HP,15s-FR2508TU (546K3PA),,24 Millimeter thickness,358.5 x 179 x 24  mm,1.7 Kg weight,Natural Silver,Windows 11 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,FHD   micro-edge   anti-glare (Brightness: 250 nits   141 ppi   Color Gamut: 45%NTSC),No,Intel Core i3-1125G4 (11th Gen),4.0 Ghz,,8 MB,Intel UHD,8 GB,DDR4,2666 Mhz,1,,512 GB,,3 Cell,Li-Ion,41 W,802.11 a/b/g/n/ac,5.0,Yes,5.0,,1,,Yes,,Yes,Yes,Yes,720,,Dual Speakers,,Yes,,HP Imagepad with multi-touch gesture support,"Full-size, Natural Silver Keyboard With Numeric Keypad",,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",60 Hz,,,16 GB,,,,,,,,,,9 Hrs,1.0,,,,,,Available,32800.0
realme,Book Prime,,15.5 Millimeter thickness (Slim),307.21 x 228.96 x 15.5  mm,1.37 Kg weight (Light-weight),"Real Blue, Real Grey and Real Green",Windows 11,,14 Inches (35.56 cm),2160 x 1440 Pixels,185 ppi,,2K IPS display with 400 nits Peak Brightness   330 nits Typical Brightness   100% sRGB   1500:1 contrast ratio,,Intel Core i5-11320H (11th Gen),4.7 Ghz,,,Intel Iris Xe,16 GB,DDR4,4266 Mhz,2,,512 GB,,,,65 W,802.11 b/g/n/ax,6.0,Yes,5.2,,,1.0,,,Yes,Yes,Yes,720,,HARMAN Speaker x 2,,Yes,,Clickpad,3-level Keyboard,Yes,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,,"Yes, 3-level Backlit Keyboard",,,,,,,12 Hrs,2.0,,,,,,Available,64990.0
Acer,A515-51G (UN.GT1SI.004),Aspire,20.9 Millimeter thickness,381.6 x 263 x 20.9  mm,2.2 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1366 x 768 Pixels,100 ppi,LED,HD LED Backlit TFT Display,No,Intel Core i5-8250U (8th Gen),1.6 Ghz,,6 MB,NVIDIA Geforce MX 150,8 GB,DDR4,2400 Mhz,2,2 x 4 Gigabyte,,,4 Cell,Li-Ion,65 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.0,Multi Format SD Media Card Reader(2-in-1),1,2.0,Yes,1.0,Yes,Yes,Yes,720p HD,,Dual Speakers,Acer TrueHarmony Technology,Yes,Digital Microphone,Touchpad with Multi-touch Gesture Support,Standard Notebook Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,16 GB,,Yes,,1 TB,5400 RPM,SATA,1.0,No,No,7 Hrs,,,,,,,Available,50279.0
Lenovo,S145 (81W800TDIN),Ideapad,19.9 Millimeter thickness,362.2 x 251.5 x 19.9  mm,1.85 Kg weight,Platinum Grey,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit Anti-glare TN Display (220 nits Brightness   16:9 Aspect Ratio),No,Intel Core i5-1035G1 (10th Gen),1.0 Ghz,,6 MB,Intel UHD,8 GB,DDR4,2666 Mhz,1,1x8 Gigabyte,,,,Li-Ion,65 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader (4-in-1),1,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,Dolby Audio,Yes,Integrated Monaural Microphone,Touchpad with Multi-Touch Gestures Enabled,English Non Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,"Yes, English Non Backlit Keyboard",1 TB,5400 RPM,SATA,,No,,,,,,,,,Available,42990.0
MSI,GF63 Thin 10UC-606IN,,21.7 Millimeter thickness,359 x 254 x 21.7  mm,1.86 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7 (10th Gen),,,,NVIDIA GeForce RTX 3050,16 GB,DDR4,,1,1x16 Gigabyte,512 GB,,3 Cell,Li-Ion,120 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1,,,,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",144 Hz,,4 GB,,,,"Yes, Gaming Backlit Keyboard",,,,2.0,No,,,1.0,,,,,,Available,72990.0
Acer,AN515-58 (UN.QFHSI.026),Nitro 5,26.9 Millimeter thickness,360.4 x 271.09 x 26.9  mm,2.5 Kg weight,Obsidian Black,Windows 11 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,Full HD IPS (In-Plane Switching) Technology   Acer ComfyView LED-Backlit TFT LCD   144 Hz Refresh Rate (16:9 Aspect Ratio),No,Intel Core i5-12450H (12th Gen),4.2 Ghz,,8 MB,NVIDIA GeForce RTX 3050,16 GB,DDR4,,1,1*16 Gigabyte,512 GB,,4 Cell,Li-Ion,180 W,802.11 a/b/g/n/ac,5.0,Yes,5.1,,1,,,1.0,Yes,Yes,Yes,720p,,Built-In Speakers,,Yes,Built-In Dual Microphone,Touchpad With Multi-Touch Gesture Support,"103-/104-/107-Key FineTip RGB- Keyboard With Independent Standard Numeric Keypad, International Language Support",No,,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",144 Hz,,4 GB,,4.0,No,"Yes, 103-/104-/107-Key FineTip RGB-Backlit Keyboard With Independent Standard Numeric Keypad, International Language Support",,,,,,,,,,16:9,,,,Available,70990.0
Asus,K513EA-L503TS,Vivobook,17.9 Millimeter thickness,359 x 235 x 17.9  mm,1.8 Kg weight,Silver,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit OLED Glossy Display (400nit Brightness   DCI-P3: 100% Color Gamut   85% Screen-to-body Ratio),No,Intel Core i5-1135G7 (11th Gen),2.4 Ghz,,8 MB,Intel Iris Xe,8 GB,DDR4,,1,1x8 Gigabyte,,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,Multi-Format SD media card reader (2-in-1),1,2.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,"Audio by ICEpower, Harman/Kardon (Mainstream), Cortana Support",Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,"Chiclet Keyboard with Num-key, Yes",No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,"Yes, Backlit Chiclet Keyboard with Num-key, Yes",1 TB,5400 RPM,SATA,1.0,No,,,1.0,,,,,,Available,51990.0
Lenovo,(82RK00VWIN),Ideapad Slim 3i,19.9 Millimeter thickness,359.2 x 236.5 x 19.9  mm,1.6 Kg weight,Onyx Grey,Windows 11 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,FHD (1920 x 1080)   TN   Anti-Glare   Non-Touch   250 Nits,No,Intel Core i3 - 1215U (12th Gen),3.3 Ghz,,,Intel UHD,8 GB,DDR4,3200 Mhz,1,1*8 Gigabyte,512 GB,M.2,3 Cell,Li-Ion,65 W,802.11 b/g/n/ax,6.0,Yes,5.1,,1,1.0,Yes,,Yes,Yes,Yes,720p,Dolby Audio,Stereo,,Yes,Built In Microphone,ClickPad,"Non-, English",No,,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",,250 nits,,,,No,"Yes, Non-Backlit, English",,,,,,,,1.0,,,6.0,PCIe,,Available,32990.0
Lenovo,(81X2004RIN),Flex 5,17.9 Millimeter thickness,328 x 229 x 17.9  mm,1.65 Kg weight,Grey,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD LED Backlit Glare IPS Display (250 nits Brightness),No,AMD Hexa Core Ryzen 5 4500U,2.3 Ghz,,8 MB,AMD Radeon UHD,8 GB,DDR4,2666 Mhz,2,2x4 Gigabyte,512 GB,,4 Cell,Li-Ion,65 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.1,Multi-Format SD media card reader (4-in-1),1,,Yes,,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,Dolby Audio,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,English Keyboard,No,No,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,12 GB,,,"Yes, English Backlit Keyboard",,,,,No,,,1.0,,,,,,Available,58990.0
HP,15-eh2018AU (67U20PA),Pavilion,17.9 Millimeter thickness,360 x 234 x 17.9  mm,1.75 Kg weight,Natural Silver,Windows 11 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,FHD   IPS   micro-edge   Bright view (Brightness: 250 nits   141 ppi   Color Gamut: 45%NTSC),No,AMD Hexa Core Ryzen 5 - 5625U,4.2 Ghz,AMD Integrated SoC,16 MB,AMD Radeon,8 GB,DDR4,3200 Mhz,2,2*4 Gigabyte,512 GB,,3 Cell,Li-Ion,65 W,802.11 a/b/g/n/ac,5.0,Yes,5.2,,1,,,,Yes,Yes,Yes,720,,Dual Speakers,,Yes,integrated dual array digital microphones,HP Imagepad with multi-touch gesture support,"Full-size, , natural silver keyboard with numeric keypad",,Yes,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,16 GB,,,"Yes, Full-size, backlit, natural silver keyboard with numeric keypad",,,,,,,,1.0,41 WHrs,,,NVMe PCIe,,Available,41989.0
